Soil Type,pH Level,Nitrogen (N),Phosphorus (P),Potassium (K),Organic Matter (%),Soil Moisture (%),Crop Type,Growth Stage,Temperature (°C),Rainfall (mm),Humidity (%),Sunlight (hours),Fertilizer Type,Fertilizer Amount (kg/ha),Yield (kg/ha),Cost (USD),Profit (USD)
Clay,6.01,48.07,28.42,30.48,2.48,21.43,Rice,Fruit development,21.82,91.79,64.87,8.68,Mixed,159.37,4466.57,172.09,1656.73
Loamy,5.89,58.99,26.69,37.71,1.57,26.33,Rice,Maturity,29.16,145.27,71.2,9.45,Mixed,118.76,2885.95,239.94,1263.16
Loamy,5.53,46.06,35.96,30.12,1.63,30.28,Rice,Germination,29.86,83.84,65.62,7.84,Inorganic,220.72,2883.68,164.6,1855.42
Clay,6.57,31.32,34.51,30.72,2.4,29.22,Soybean,Fruit development,29.25,84.77,57.03,7.48,Inorganic,122.11,4125.57,196.36,1552.49
Clay,6.62,40.95,35.34,39.57,2.12,32.4,Rice,Maturity,33.28,120.7,70.9,6.94,Inorganic,226.97,3307.82,171.9,1541.98
Loamy,6.27,48.65,38.08,37.2,3.13,15.94,Maize,Fruit development,23.47,59.7,74.54,6.5,Inorganic,217.64,3032.9,165.24,1952.55
Sandy,6.04,68.98,31.9,41.17,2.33,27.1,Rice,Germination,22.58,91.3,58.72,5.17,Mixed,212.66,2911.08,298.13,1514.36
Sandy,6.8,65.25,32.29,31.32,1.71,18.78,Rice,Fruit development,33.71,88.05,74.84,8.65,Mixed,189.07,3642.74,170.64,1757.63
Clay,5.77,37.26,34.44,41.77,1.82,34.45,Wheat,Flowering,30.83,53.53,80.1,5.35,Mixed,207.42,3553.12,184.66,1960.33
Clay,6.54,58.93,33.62,31.3,2.85,23.18,Rice,Fruit development,30.68,81.26,82.1,8.79,Organic,191.24,4335.48,178.93,1951.49
Sandy,7.04,67.47,37.4,38.47,3.4,27.48,Oats,Flowering,25.03,89.85,56.04,8.57,Mixed,125.44,3452.82,282.79,1857.25
Loamy,5.83,30.35,35.4,37.05,3.24,22.03,Rice,Maturity,29.42,55.8,55.86,9.94,Organic,147.64,3672.65,207.82,1947.95
Sandy,7.01,58.84,22.41,34.48,1.76,19.4,Corn,Germination,30.9,52.01,80.42,5.1,Organic,149.18,3464.94,160.02,1513.25
Sandy,7.02,48.37,38.57,36.24,1.53,28.76,Maize,Fruit development,29.0,109.99,73.96,6.21,Inorganic,163.35,4209.2,228.79,1684.24
Sandy,5.62,57.21,33.66,30.01,1.55,33.79,Oats,Fruit development,31.04,70.58,54.54,5.41,Organic,189.75,2744.09,174.89,1572.48
Sandy,5.54,54.22,22.54,36.48,2.61,16.19,Soybean,Fruit development,28.85,86.26,67.33,9.66,Inorganic,122.11,3367.32,251.69,1598.32
Clay,7.45,69.39,35.44,31.57,2.47,31.5,Wheat,Germination,34.73,58.01,76.59,7.57,Organic,242.91,4236.31,214.36,1765.66
Clay,5.89,41.55,27.17,48.43,1.53,21.83,Soybean,Fruit development,27.38,60.09,56.97,9.78,Mixed,112.67,2577.21,237.85,1240.36
Loamy,7.14,61.45,36.12,31.49,1.61,17.42,Rice,Maturity,20.19,65.44,81.86,5.78,Organic,177.28,4007.3,292.41,1906.63
Loamy,6.62,39.39,39.11,49.06,3.5,29.27,Corn,Maturity,22.45,52.98,80.31,6.65,Inorganic,105.79,3021.26,244.15,1961.55
Loamy,6.03,47.42,25.1,39.83,3.43,16.65,Rice,Maturity,34.46,126.24,70.77,8.19,Organic,142.16,4054.38,160.24,1460.01
Loamy,5.76,69.02,37.15,40.26,1.75,29.55,Rice,Maturity,27.04,140.62,77.22,6.38,Inorganic,182.0,3683.82,267.97,1539.21
Sandy,6.49,60.65,35.47,45.76,1.83,23.72,Barley,Vegetative,21.81,102.21,55.21,9.61,Inorganic,196.66,3311.41,271.04,1937.66
Clay,6.31,42.63,33.42,43.91,3.3,18.29,Barley,Vegetative,22.34,131.64,58.69,7.19,Mixed,166.83,4068.64,283.94,1404.03
Clay,6.9,54.77,27.7,34.74,2.51,18.14,Wheat,Maturity,20.43,63.56,77.1,8.07,Mixed,194.97,2981.43,207.11,1928.51
Loamy,7.31,31.99,22.2,30.51,3.42,29.96,Wheat,Fruit development,23.4,94.93,65.55,6.75,Organic,180.21,3308.87,183.41,1861.21
Loamy,7.11,40.66,29.68,45.57,2.54,31.57,Soybean,Maturity,34.8,64.3,56.34,6.04,Organic,133.19,2751.0,233.02,1951.23
Sandy,6.05,58.74,22.11,32.59,2.65,28.71,Oats,Vegetative,24.93,149.53,60.15,8.99,Organic,150.19,2863.06,243.71,1374.15
Sandy,7.26,52.8,30.0,41.97,1.94,29.42,Rice,Vegetative,23.75,55.81,71.78,8.96,Inorganic,101.65,3518.17,229.4,1789.83
Loamy,7.17,48.79,36.41,48.85,3.25,31.96,Barley,Germination,30.01,94.4,51.44,9.08,Mixed,102.55,2987.02,262.07,1433.35
Clay,7.36,57.64,39.95,40.99,3.15,23.57,Soybean,Germination,30.11,61.22,55.19,6.65,Inorganic,159.31,2790.5,225.79,1827.11
Clay,6.42,45.94,23.96,35.71,2.17,18.35,Rice,Fruit development,34.52,56.87,57.09,9.27,Mixed,167.85,3369.28,294.58,1836.64
Clay,7.04,31.05,24.16,33.58,2.72,22.55,Wheat,Germination,30.94,123.5,81.06,6.6,Organic,225.29,2849.07,206.8,1288.98
Loamy,6.68,47.64,36.22,30.54,2.18,34.59,Corn,Flowering,21.65,58.01,81.07,6.81,Mixed,104.5,4261.65,167.23,1240.77
Clay,6.12,66.09,29.38,42.46,2.43,23.97,Barley,Flowering,34.78,52.4,57.44,6.5,Organic,122.33,4275.14,218.63,1514.35
Sandy,7.49,64.26,38.32,41.16,3.21,33.48,Barley,Germination,31.25,144.96,70.94,7.15,Mixed,166.26,4315.62,194.79,1864.57
Sandy,5.58,46.36,35.38,39.23,2.33,29.05,Oats,Flowering,23.89,68.48,62.61,5.13,Organic,129.08,4422.94,172.98,1350.29
Loamy,5.82,30.89,34.73,33.88,3.18,29.75,Soybean,Vegetative,23.92,134.44,51.76,6.25,Mixed,222.61,2993.89,232.66,1659.41
Sandy,7.29,55.45,22.04,34.73,3.42,18.8,Soybean,Maturity,34.4,145.3,55.37,6.28,Organic,206.51,3632.09,205.94,1275.86
Loamy,5.62,59.65,20.72,49.17,2.33,22.37,Maize,Maturity,22.89,125.2,50.19,9.26,Inorganic,243.82,3091.86,179.2,1298.21
Clay,7.27,41.77,26.34,30.41,3.26,29.65,Barley,Flowering,23.41,60.38,84.45,8.47,Organic,130.64,2849.59,237.38,1709.15
Clay,6.93,49.07,24.35,37.27,2.11,28.11,Maize,Vegetative,25.38,67.05,72.74,6.31,Organic,152.26,3043.91,256.41,1762.18
Clay,5.57,69.67,34.25,30.78,1.51,32.25,Corn,Vegetative,30.19,67.91,54.64,6.81,Mixed,149.85,3148.1,178.82,1397.84
Sandy,6.36,53.05,29.01,33.83,1.67,19.2,Barley,Germination,26.45,115.39,75.68,9.81,Inorganic,166.82,3419.55,285.64,1758.99
Loamy,7.01,44.04,30.46,48.66,2.97,29.97,Maize,Vegetative,24.67,67.96,71.43,7.98,Organic,117.01,2798.14,234.76,1297.09
Clay,6.67,55.1,36.27,32.99,1.7,15.79,Corn,Vegetative,24.01,53.0,57.25,8.5,Mixed,211.81,2649.45,163.81,1626.14
Loamy,7.37,37.2,29.57,42.02,3.38,21.0,Rice,Vegetative,21.88,95.86,67.26,9.86,Organic,106.14,3278.48,221.83,1528.98
Clay,7.24,37.97,30.9,36.94,3.23,27.61,Maize,Maturity,28.19,108.91,71.37,8.3,Organic,200.56,3640.16,253.01,1529.96
Sandy,6.17,67.0,36.85,42.66,2.53,34.6,Maize,Flowering,24.1,96.04,62.67,7.0,Inorganic,177.56,4127.5,152.41,1236.18
Sandy,5.67,39.57,28.63,47.04,2.66,34.79,Soybean,Germination,24.97,98.91,83.55,6.92,Mixed,227.53,3494.21,162.82,1314.42
Loamy,7.39,42.43,21.66,35.73,2.89,23.78,Corn,Germination,20.12,95.68,53.32,5.56,Inorganic,145.1,3895.04,260.81,1898.68
Sandy,6.53,51.75,30.43,31.57,2.96,30.29,Soybean,Germination,27.97,76.54,54.41,5.5,Organic,155.87,4224.14,190.03,1978.94
Sandy,5.65,65.99,31.59,34.08,2.48,27.01,Maize,Fruit development,30.45,145.59,79.98,6.89,Mixed,141.77,3852.75,203.51,1362.03
Loamy,7.13,61.26,30.24,38.78,2.13,29.18,Oats,Flowering,33.91,133.81,58.76,7.1,Mixed,136.58,2860.36,197.71,1831.27
Clay,7.24,31.75,25.16,40.3,3.32,29.64,Barley,Maturity,22.96,82.29,54.56,8.28,Inorganic,178.39,3782.02,201.41,1970.99
Sandy,6.78,57.72,24.47,48.84,1.59,25.95,Oats,Flowering,33.79,53.97,63.54,7.3,Mixed,154.35,4460.57,229.23,1546.14
Loamy,6.4,50.16,27.4,30.32,2.21,31.28,Rice,Germination,25.42,135.8,55.89,8.63,Organic,194.85,4133.5,165.03,1816.6
Sandy,6.82,49.02,23.32,45.15,2.83,26.69,Oats,Maturity,32.04,124.22,67.65,5.5,Organic,227.76,3593.59,274.05,1696.63
Sandy,6.91,57.66,33.32,31.45,3.28,17.01,Wheat,Flowering,33.45,58.12,75.68,6.58,Organic,163.27,4272.71,196.68,1380.63
Sandy,7.29,37.85,32.29,31.56,1.65,34.78,Corn,Vegetative,34.42,119.8,76.45,9.52,Organic,143.54,2607.4,261.58,1685.35
Sandy,7.41,69.26,32.65,43.08,2.82,21.08,Corn,Flowering,24.88,95.26,60.61,5.22,Mixed,171.66,4059.68,246.74,1722.67
Loamy,6.53,55.81,24.5,48.18,2.47,34.28,Rice,Vegetative,23.91,63.04,74.15,8.29,Mixed,210.17,3770.74,258.7,1974.36
Loamy,7.1,44.63,24.93,35.75,2.87,20.85,Rice,Germination,26.59,122.47,83.79,7.77,Inorganic,198.02,2862.02,237.6,1302.15
Loamy,7.43,54.01,35.75,35.39,2.13,32.06,Corn,Vegetative,28.32,85.57,50.26,5.3,Mixed,117.31,4060.99,212.89,1875.54
Sandy,5.8,38.66,33.8,42.35,2.92,28.79,Corn,Fruit development,30.36,141.04,72.62,5.66,Organic,130.96,4369.32,158.51,1514.56
Sandy,5.54,55.35,37.5,45.53,1.86,22.14,Rice,Maturity,30.38,54.29,67.49,6.44,Inorganic,150.47,4009.97,215.28,1878.69
Sandy,7.24,31.13,28.07,47.38,3.05,33.76,Barley,Vegetative,21.75,143.73,63.8,5.51,Mixed,189.89,3901.19,151.68,1327.18
Loamy,5.89,43.65,30.95,34.99,3.0,26.66,Rice,Maturity,29.18,58.8,57.32,6.85,Inorganic,204.66,3999.05,150.01,1513.97
Sandy,5.58,59.9,34.78,44.8,3.39,31.6,Oats,Vegetative,22.52,53.62,54.34,8.35,Organic,208.12,2724.47,187.21,1816.01
Clay,5.82,62.32,39.48,36.14,1.85,30.94,Rice,Germination,30.67,108.18,82.23,8.67,Organic,247.2,4285.43,267.92,1447.68
Sandy,6.27,40.12,39.79,40.9,2.94,15.93,Oats,Flowering,34.65,111.06,51.07,6.83,Inorganic,110.87,3751.53,185.55,1465.72
Clay,5.94,51.58,39.98,33.82,2.15,20.38,Maize,Vegetative,31.56,69.76,66.45,9.41,Organic,154.05,3073.71,258.15,1957.01
Sandy,6.11,51.14,37.81,32.92,2.06,24.44,Barley,Germination,30.42,137.6,57.17,9.37,Mixed,140.04,2648.07,232.75,1299.6
Loamy,7.45,46.86,32.79,48.71,2.3,33.66,Corn,Vegetative,21.16,130.2,55.16,5.72,Mixed,103.74,4022.25,258.38,1621.64
Sandy,6.91,39.14,20.14,40.94,2.07,16.25,Corn,Fruit development,22.77,78.26,62.34,8.37,Mixed,249.59,3813.08,169.37,1650.24
Clay,6.92,58.13,33.99,30.09,2.0,18.71,Rice,Maturity,25.33,94.31,61.06,6.34,Organic,167.76,3829.05,185.64,1619.01
Clay,5.69,40.09,24.77,45.87,3.04,27.49,Soybean,Vegetative,34.0,128.33,66.16,7.97,Mixed,164.42,3423.94,251.89,1564.9
Sandy,6.96,66.44,21.14,43.82,2.9,28.05,Wheat,Germination,24.96,133.34,67.26,6.88,Mixed,179.82,4221.68,268.43,1784.01
Clay,6.98,51.14,33.94,36.52,1.72,18.28,Corn,Germination,32.21,129.63,67.65,7.84,Organic,209.08,4304.15,236.45,1973.41
Clay,6.82,64.82,35.12,39.28,2.62,33.97,Oats,Flowering,21.56,76.79,54.62,8.14,Organic,237.4,3626.5,153.3,1296.87
Loamy,5.96,41.63,33.19,39.0,2.16,18.54,Oats,Maturity,29.93,126.53,55.98,5.75,Mixed,200.44,4081.65,293.5,1440.8
Sandy,6.35,62.28,27.3,35.5,3.44,18.65,Maize,Flowering,31.69,113.26,61.35,7.51,Mixed,227.49,4076.96,263.21,1517.25
Sandy,7.19,34.55,30.22,49.61,2.35,27.71,Wheat,Maturity,28.14,102.62,52.83,5.82,Inorganic,104.79,3858.98,298.24,1566.59
Sandy,6.84,60.67,38.7,40.88,1.58,23.43,Oats,Maturity,31.5,146.36,79.17,5.9,Organic,130.27,3281.93,219.15,1888.07
Clay,6.97,45.48,34.59,47.95,2.16,15.52,Soybean,Vegetative,30.85,109.8,53.42,8.72,Mixed,172.64,3283.29,151.28,1767.63
Sandy,6.67,48.8,30.09,41.71,2.13,33.41,Barley,Flowering,27.15,136.87,57.99,9.57,Inorganic,226.7,2930.06,186.33,1952.86
Sandy,6.4,36.67,31.87,43.8,1.51,16.5,Oats,Flowering,32.98,125.23,72.3,7.21,Mixed,175.57,2572.57,162.05,1489.53
Loamy,7.02,30.75,38.55,30.59,2.48,18.13,Maize,Flowering,25.12,54.51,82.56,8.78,Organic,162.58,3227.75,287.05,1543.11
Loamy,5.64,56.65,27.88,40.24,3.31,32.94,Rice,Germination,26.38,76.69,54.71,7.88,Mixed,163.35,3819.01,244.38,1478.53
Loamy,6.85,53.51,22.04,44.43,3.1,20.51,Soybean,Fruit development,28.1,110.92,65.37,9.38,Organic,100.79,3309.65,229.66,1278.53
Clay,7.49,54.9,26.52,32.44,2.87,31.35,Rice,Vegetative,21.96,93.83,60.4,9.65,Organic,132.52,3755.36,197.04,1585.19
Sandy,7.06,40.2,28.3,43.57,2.19,18.41,Maize,Flowering,27.73,145.55,66.8,9.18,Inorganic,100.95,4151.22,185.0,1675.78
Loamy,6.08,39.57,25.46,31.69,1.96,15.96,Maize,Maturity,24.86,108.36,65.34,9.62,Inorganic,225.16,3601.51,263.28,1583.87
Loamy,6.06,63.21,30.58,46.14,2.19,19.69,Rice,Maturity,23.85,142.91,70.22,6.25,Mixed,216.58,3306.33,189.03,1861.12
Loamy,6.83,60.45,26.1,49.56,1.75,29.84,Wheat,Vegetative,28.65,70.59,51.5,6.45,Inorganic,107.01,2571.44,244.49,1441.98
Sandy,7.29,43.47,22.06,42.53,1.7,28.25,Corn,Germination,24.94,139.78,79.02,7.93,Inorganic,104.85,3273.3,212.53,1921.61
Sandy,6.66,55.51,23.76,31.54,2.65,21.21,Corn,Flowering,32.83,103.71,51.16,9.0,Mixed,189.08,3727.71,241.31,1349.23
Sandy,6.55,63.13,38.36,41.74,3.13,27.67,Barley,Fruit development,26.15,71.41,70.04,5.43,Organic,209.36,4242.61,223.18,1726.21
Clay,5.82,65.55,32.59,44.82,1.7,28.3,Maize,Germination,26.2,89.02,78.49,6.6,Mixed,110.56,3075.96,180.43,1566.02
Clay,6.93,30.23,26.29,48.66,2.17,26.29,Soybean,Vegetative,34.73,146.88,54.04,6.63,Organic,105.98,3233.48,189.09,1607.17
Loamy,6.9,62.54,27.34,30.91,1.75,33.71,Oats,Flowering,25.12,145.95,73.86,9.34,Mixed,118.26,3292.89,285.38,1496.98
Sandy,7.43,44.02,29.87,45.5,2.12,30.87,Oats,Vegetative,21.97,52.2,57.36,8.73,Organic,228.72,4067.27,151.22,1336.44
Loamy,6.1,58.74,33.46,32.65,3.16,31.32,Rice,Vegetative,33.15,80.74,56.95,8.25,Mixed,157.47,3906.64,168.78,1349.27
Sandy,7.01,44.86,31.64,45.81,1.57,23.52,Soybean,Vegetative,33.75,139.93,51.56,5.93,Inorganic,141.22,2695.94,179.12,1289.7
Sandy,6.37,54.25,38.65,47.77,2.79,28.68,Rice,Vegetative,23.4,53.25,62.89,7.62,Inorganic,130.1,3104.82,154.73,1375.88
Sandy,6.62,55.87,32.51,47.22,1.62,18.67,Soybean,Fruit development,33.23,145.69,81.24,5.05,Inorganic,199.76,4300.56,218.98,1214.92
Clay,7.13,46.2,38.22,43.06,2.35,20.92,Barley,Vegetative,27.42,88.8,74.65,6.04,Organic,233.05,3948.74,222.47,1245.38
Clay,5.94,50.51,20.11,40.02,2.45,25.05,Oats,Maturity,20.65,61.48,69.9,9.01,Organic,223.88,4162.63,191.63,1499.71
Sandy,6.19,59.05,37.81,47.49,2.3,31.32,Rice,Vegetative,28.23,80.11,78.65,8.28,Organic,111.33,3772.0,218.63,1202.76
Loamy,7.05,49.05,34.43,40.38,2.77,21.74,Maize,Fruit development,32.73,130.82,79.25,7.74,Organic,131.58,4148.75,242.57,1918.01
Sandy,6.64,30.56,23.44,33.8,3.45,23.8,Wheat,Vegetative,25.95,149.84,70.77,9.22,Mixed,204.58,3989.33,163.92,1891.27
Sandy,5.68,30.52,25.26,48.86,2.03,34.15,Oats,Flowering,28.27,63.38,60.86,7.21,Organic,220.38,4019.43,217.35,1780.04
Loamy,6.36,56.45,30.86,37.47,2.72,20.68,Corn,Germination,22.11,113.76,80.82,6.4,Inorganic,137.7,3450.16,186.88,1903.18
Sandy,6.67,63.89,22.5,42.49,2.21,27.36,Soybean,Fruit development,32.63,142.53,62.24,9.19,Organic,153.23,3680.35,244.12,1940.77
Loamy,7.32,61.41,35.71,33.98,3.5,17.01,Barley,Flowering,21.6,139.97,56.06,6.51,Organic,245.43,3835.57,281.61,1478.25
Clay,5.88,42.42,35.82,32.21,3.4,23.23,Corn,Fruit development,21.42,88.34,69.58,9.28,Mixed,187.57,2748.71,271.77,1520.9
Clay,7.11,48.85,26.02,41.02,1.69,21.6,Soybean,Germination,34.0,136.58,52.96,8.32,Organic,234.49,4310.36,222.05,1943.23
Loamy,5.76,39.37,21.4,41.09,3.45,15.26,Maize,Maturity,33.1,69.16,57.39,8.16,Organic,159.4,3112.02,159.5,1642.7
Clay,5.98,69.57,39.78,37.39,2.98,26.7,Barley,Germination,28.62,113.21,79.66,5.4,Inorganic,133.27,3042.75,247.76,1708.68
Clay,5.99,40.42,25.01,36.23,3.48,21.63,Maize,Maturity,21.59,109.8,64.61,7.39,Inorganic,232.03,3455.47,299.38,1887.59
Loamy,7.25,46.65,21.35,37.48,3.04,20.03,Soybean,Vegetative,28.19,128.29,67.1,6.87,Inorganic,102.61,3883.37,245.19,1993.12
Clay,5.9,57.25,26.6,45.9,1.76,32.85,Soybean,Flowering,33.81,72.9,68.86,9.64,Inorganic,221.75,3745.56,154.37,1677.51
Sandy,7.07,65.04,39.38,37.15,3.0,19.59,Soybean,Fruit development,29.19,112.89,67.25,5.06,Mixed,196.92,3529.88,169.05,1886.32
Sandy,6.42,32.06,35.86,48.43,2.95,23.11,Barley,Maturity,22.97,111.04,57.63,8.02,Inorganic,157.69,2691.88,202.56,1922.72
Loamy,7.5,42.04,29.61,32.26,1.83,33.99,Maize,Fruit development,33.59,58.42,82.06,7.06,Mixed,167.8,4408.25,263.6,1982.66
Clay,7.18,52.76,26.11,48.63,3.01,16.61,Wheat,Germination,32.98,83.06,73.77,9.02,Mixed,210.0,2503.19,177.59,1381.49
Sandy,6.98,54.73,28.47,43.79,2.85,33.77,Wheat,Vegetative,28.2,70.74,72.79,9.17,Organic,199.36,3361.82,157.66,1593.93
Sandy,7.24,32.8,20.35,36.89,3.49,22.8,Soybean,Germination,32.78,149.96,79.28,7.32,Mixed,172.85,4189.08,229.96,1521.21
Clay,6.77,56.56,34.37,30.14,2.74,30.82,Rice,Maturity,20.85,149.06,73.68,5.8,Organic,190.31,2540.87,206.99,1204.91
Clay,7.19,51.12,21.99,46.05,2.33,22.12,Wheat,Flowering,26.92,75.24,54.24,6.02,Inorganic,105.38,3708.1,188.48,1309.96
Sandy,6.02,63.11,30.38,49.39,3.41,23.31,Maize,Maturity,22.67,130.85,61.88,8.62,Mixed,143.77,4340.3,196.29,1261.08
Sandy,5.7,38.89,31.32,49.65,2.76,23.76,Maize,Maturity,32.56,131.65,63.08,9.12,Mixed,112.62,2781.83,287.03,1760.27
Loamy,6.73,37.8,20.03,38.47,2.2,33.94,Barley,Germination,34.57,143.59,73.53,6.83,Organic,209.96,3402.69,247.96,1974.03
Loamy,6.37,61.73,39.6,31.41,1.54,26.01,Maize,Maturity,33.96,62.92,74.68,6.83,Organic,150.02,4395.63,288.49,1398.91
Sandy,6.35,58.15,26.04,36.28,3.01,19.34,Oats,Flowering,27.55,116.76,69.48,5.84,Mixed,105.34,4267.87,164.46,1893.99
Loamy,6.55,61.67,21.54,36.19,1.74,27.23,Corn,Vegetative,27.66,70.59,63.99,8.29,Inorganic,199.04,2624.15,197.73,1941.32
Sandy,6.22,61.28,37.09,32.05,3.35,32.79,Corn,Germination,33.62,115.77,80.67,5.6,Inorganic,204.44,3470.28,227.58,1514.9
Sandy,6.75,34.16,23.04,40.49,3.42,19.29,Oats,Maturity,30.83,137.22,69.42,8.52,Organic,146.11,4371.47,249.39,1329.97
Loamy,5.56,41.14,20.5,42.09,1.97,21.75,Maize,Fruit development,21.12,58.12,78.83,7.99,Inorganic,104.45,3938.35,213.8,1958.01
Loamy,7.44,40.4,29.89,44.58,1.73,26.43,Wheat,Vegetative,21.93,113.7,82.45,9.05,Organic,182.07,3508.53,164.95,1979.03
Clay,7.35,67.38,22.6,31.02,2.69,34.75,Corn,Germination,34.28,103.76,64.8,7.99,Organic,191.03,2510.08,249.45,1959.11
Clay,7.37,49.5,39.65,35.51,1.93,24.31,Rice,Flowering,25.49,67.56,60.18,6.04,Organic,239.53,3535.3,291.46,1270.63
Clay,6.23,34.44,20.21,37.1,2.58,26.69,Soybean,Flowering,22.81,73.76,63.02,7.89,Inorganic,245.56,4339.99,287.17,1214.29
Sandy,6.56,41.58,21.02,47.84,2.33,17.71,Corn,Vegetative,31.03,102.05,52.9,9.52,Inorganic,120.13,3590.4,192.57,1516.61
Loamy,7.41,64.88,36.67,48.03,3.08,30.16,Corn,Flowering,33.2,136.05,62.26,8.96,Inorganic,182.55,2804.77,276.69,1859.28
Sandy,7.3,63.88,24.8,35.2,3.5,19.4,Wheat,Germination,23.1,117.52,67.72,5.86,Organic,161.78,3991.84,258.48,1627.55
Loamy,7.08,66.01,38.23,39.75,2.41,21.56,Wheat,Germination,23.77,52.74,57.21,5.47,Inorganic,226.47,3319.96,244.81,1529.66
Sandy,6.31,45.54,26.22,38.5,2.87,29.19,Rice,Germination,33.5,62.62,56.23,9.79,Inorganic,226.13,3727.64,288.5,1723.39
Clay,6.63,55.65,21.4,40.53,2.18,29.25,Barley,Maturity,20.2,138.27,61.09,8.73,Mixed,187.68,4478.73,152.59,1818.13
Clay,7.09,41.13,20.21,35.72,3.23,21.38,Rice,Flowering,33.62,115.26,53.52,9.14,Organic,121.0,4365.11,294.77,1500.49
Clay,6.05,37.23,25.65,39.26,1.57,32.01,Barley,Maturity,20.59,51.81,67.26,9.5,Mixed,161.87,3493.17,290.3,1265.59
Sandy,6.75,30.88,29.47,32.91,2.49,30.89,Rice,Flowering,21.43,109.61,72.24,7.33,Organic,110.97,3009.43,287.86,1953.97
Loamy,7.16,38.94,20.02,44.19,1.85,27.32,Oats,Flowering,32.93,66.86,70.59,9.37,Mixed,103.63,2549.05,230.21,1642.35
Loamy,6.91,54.17,31.62,37.39,1.85,18.57,Rice,Flowering,23.73,141.99,59.81,5.65,Organic,226.24,3316.0,164.84,1332.74
Clay,6.46,66.17,26.67,40.85,2.57,33.1,Oats,Fruit development,23.37,62.24,80.12,6.69,Inorganic,235.85,2778.34,224.13,1364.83
Clay,6.67,35.34,27.8,42.09,2.12,25.55,Corn,Maturity,32.66,57.7,53.84,6.71,Mixed,213.78,2950.39,270.93,1751.41
Clay,7.48,66.72,25.23,46.73,2.42,22.53,Rice,Vegetative,28.13,114.48,50.05,5.18,Organic,194.33,3918.43,212.89,1205.71
Clay,6.7,43.82,30.58,31.64,2.11,33.55,Barley,Maturity,25.26,129.27,54.71,5.94,Organic,124.93,2782.82,185.56,1798.68
Loamy,7.07,47.07,24.6,39.65,2.41,34.43,Rice,Flowering,30.71,77.38,75.34,8.64,Inorganic,168.78,4458.88,284.9,1972.9
Sandy,6.95,44.6,22.7,47.88,2.07,29.34,Maize,Vegetative,32.15,80.13,77.6,7.31,Organic,152.69,2807.97,185.96,1688.11
Sandy,6.9,46.34,37.81,36.6,3.11,30.83,Corn,Vegetative,32.94,85.68,76.82,7.98,Organic,169.2,4291.38,291.91,1795.69
Sandy,6.93,40.37,27.81,38.89,2.62,19.94,Corn,Vegetative,21.79,126.58,61.35,8.08,Organic,173.82,3180.52,184.59,1854.71
Sandy,6.41,57.94,21.54,31.7,1.82,20.18,Corn,Fruit development,28.74,76.2,80.62,6.05,Organic,108.87,3742.93,185.61,1738.54
Clay,6.45,60.33,24.61,45.01,1.52,26.38,Soybean,Germination,30.17,58.82,81.13,9.63,Inorganic,177.79,3566.34,275.2,1624.96
Clay,6.44,62.92,26.2,31.7,1.53,34.66,Rice,Flowering,21.75,80.92,78.7,5.7,Inorganic,229.65,2599.11,181.94,1841.34
Clay,5.57,43.65,35.39,42.62,2.34,29.86,Barley,Flowering,29.15,146.6,75.8,5.02,Organic,231.39,4050.73,202.2,1356.86
Sandy,5.98,60.59,20.45,37.48,2.13,29.92,Rice,Maturity,20.48,93.45,79.44,6.32,Organic,143.37,2839.58,233.35,1761.84
Clay,5.81,55.51,29.56,36.76,2.02,20.15,Rice,Vegetative,25.12,106.0,73.04,7.53,Inorganic,217.68,2904.68,254.02,1395.14
Clay,7.27,68.32,28.15,41.71,2.75,23.4,Wheat,Fruit development,22.58,126.23,83.74,5.84,Organic,163.11,3535.82,172.0,1902.16
Loamy,6.05,46.99,39.37,41.35,3.13,21.85,Wheat,Vegetative,28.42,105.85,72.05,8.87,Inorganic,241.24,2543.74,265.29,1910.0
Loamy,5.78,69.69,23.6,38.11,1.63,21.05,Wheat,Maturity,22.87,115.68,55.78,6.05,Inorganic,104.07,3905.73,217.28,1686.21
Clay,5.74,59.62,32.56,35.57,1.72,29.62,Soybean,Germination,31.84,138.03,56.39,9.77,Mixed,211.05,2955.84,284.29,1616.25
Loamy,6.9,61.05,24.04,40.16,2.24,17.0,Rice,Flowering,21.82,87.3,65.07,8.55,Organic,228.36,3554.2,248.34,1541.68
Loamy,5.51,31.03,30.97,35.34,2.38,18.31,Corn,Vegetative,31.37,61.15,75.18,9.28,Inorganic,184.42,2833.7,184.61,1974.88
Clay,6.44,49.9,31.1,32.05,2.29,23.25,Corn,Flowering,21.48,59.45,54.91,7.74,Mixed,163.72,3892.58,203.36,1222.04
Clay,5.74,51.13,21.51,45.98,2.78,21.05,Maize,Maturity,26.64,128.26,56.82,7.77,Inorganic,134.12,2529.54,269.53,1494.19
Clay,7.2,31.62,29.13,44.05,1.67,33.07,Barley,Germination,30.48,115.49,52.7,9.87,Organic,104.92,3168.38,199.57,1364.09
Clay,7.42,42.49,29.22,31.69,2.49,19.01,Wheat,Fruit development,22.42,106.65,55.86,5.59,Organic,234.48,3463.69,169.59,1447.01
Sandy,7.42,68.23,26.38,33.25,3.12,19.98,Soybean,Germination,31.29,143.0,57.7,7.9,Mixed,114.36,2838.32,296.52,1616.78
